,timestamp,open,high,low,close,volume
0,2019-09-08 16:00:00,10000.0,10357.53,10000.0,10340.12,471.661
1,2019-09-08 20:00:00,10340.12,10412.65,10324.77,10391.63,2624.63
2,2019-09-09 00:00:00,10316.62,10316.68,10267.37,10297.89,779.449
3,2019-09-09 04:00:00,10297.89,10316.34,10092.71,10149.47,2664.789
4,2019-09-09 08:00:00,10149.47,10475.54,10077.22,10414.6,2466.485
5,2019-09-09 12:00:00,10411.7,10411.7,10302.69,10314.26,3386.015
6,2019-09-09 16:00:00,10314.26,10333.55,10183.31,10308.87,3915.329
7,2019-09-09 20:00:00,10307.8,10420.65,10228.28,10307.0,1612.306
8,2019-09-10 00:00:00,10307.0,10382.97,10266.61,10307.25,1547.455
9,2019-09-10 04:00:00,10309.17,10329.24,10226.81,10272.46,1706.083
10,2019-09-10 08:00:00,10271.93,10290.01,10206.87,10254.56,1409.001
11,2019-09-10 12:00:00,10252.7,10270.58,10167.91,10179.1,1529.81
12,2019-09-10 16:00:00,10172.13,10237.41,9940.87,10026.56,1413.946
13,2019-09-10 20:00:00,10021.49,10127.22,9991.73,10102.02,1462.66
14,2019-09-11 00:00:00,10094.27,10293.11,10051.0,10093.88,1377.981
15,2019-09-11 04:00:00,10091.53,10097.65,9884.31,10067.46,1416.504
16,2019-09-11 08:00:00,10068.41,10138.01,9988.69,10070.53,1031.664
17,2019-09-11 12:00:00,10062.34,10101.38,9973.15,9991.84,1826.186
18,2019-09-11 16:00:00,9992.18,10123.29,9934.11,10077.6,2623.529
19,2019-09-11 20:00:00,10073.64,10184.66,10064.11,10159.55,2622.058
20,2019-09-12 00:00:00,10163.06,10205.46,10085.88,10113.43,2704.325
21,2019-09-12 04:00:00,10116.97,10129.19,10042.12,10078.96,2502.598
22,2019-09-12 08:00:00,10079.76,10187.9,10076.95,10170.93,2531.512
23,2019-09-12 12:00:00,10170.0,10365.15,10170.0,10326.58,2529.0
24,2019-09-12 16:00:00,10327.25,10349.91,10239.42,10308.8,2724.169
25,2019-09-12 20:00:00,10301.82,10450.13,10300.85,10415.13,2618.03
26,2019-09-13 00:00:00,10414.96,10440.55,10329.3,10364.64,2483.692
27,2019-09-13 04:00:00,10364.82,10399.81,10267.89,10284.03,3589.585
28,2019-09-13 08:00:00,10283.68,10327.14,10251.99,10306.52,3343.982
29,2019-09-13 12:00:00,10306.52,10344.0,10270.0,10296.57,3556.49
30,2019-09-13 16:00:00,10294.81,10310.08,10186.34,10210.25,3278.396
31,2019-09-13 20:00:00,10210.25,10355.85,10153.51,10341.34,3000.576
32,2019-09-14 00:00:00,10343.01,10353.72,10267.08,10280.77,3297.903
33,2019-09-14 04:00:00,10280.58,10330.61,10259.75,10316.67,2973.282
34,2019-09-14 08:00:00,10319.07,10348.0,10287.53,10291.93,3337.285
35,2019-09-14 12:00:00,10292.13,10396.4,10222.77,10358.0,4138.968
36,2019-09-14 16:00:00,10355.61,10398.0,10325.41,10363.8,3532.679
37,2019-09-14 20:00:00,10363.63,10419.97,10317.39,10332.25,3376.507
38,2019-09-15 00:00:00,10333.47,10359.2,10024.81,10303.39,3539.363
39,2019-09-15 04:00:00,10302.49,10326.59,10273.21,10308.96,3019.367
40,2019-09-15 08:00:00,10308.08,10320.0,10268.55,10296.63,3250.042
41,2019-09-15 12:00:00,10296.54,10317.29,10252.28,10306.37,3755.871
42,2019-09-15 16:00:00,10306.79,10332.61,10280.14,10294.68,3603.548
43,2019-09-15 20:00:00,10294.46,10316.45,10265.32,10302.22,3368.064
44,2019-09-16 00:00:00,10302.0,10353.81,10300.0,10300.07,3490.788
45,2019-09-16 04:00:00,10300.24,10325.0,10279.69,10302.3,3131.662
46,2019-09-16 08:00:00,10301.95,10316.71,10275.74,10282.74,3112.623
47,2019-09-16 12:00:00,10282.03,10282.03,10115.0,10120.07,3548.878
48,2019-09-16 16:00:00,10117.4,10160.39,10080.7,10124.17,3419.057
49,2019-09-16 20:00:00,10120.37,10329.38,10119.29,10249.27,3482.629
50,2019-09-17 00:00:00,10257.3,10261.36,10175.2,10224.09,3556.014
51,2019-09-17 04:00:00,10225.02,10230.79,10165.0,10201.89,3853.531
52,2019-09-17 08:00:00,10202.92,10205.81,10136.77,10163.0,3791.041
53,2019-09-17 12:00:00,10162.7,10244.27,10151.62,10201.14,3859.972
54,2019-09-17 16:00:00,10201.09,10262.49,10200.39,10255.91,3683.462
55,2019-09-17 20:00:00,10256.52,10270.63,10171.37,10186.52,3775.587
56,2019-09-18 00:00:00,10183.87,10256.65,10183.87,10206.05,3573.478
57,2019-09-18 04:00:00,10206.02,10228.41,10185.6,10198.54,3431.504
58,2019-09-18 08:00:00,10199.39,10199.47,10150.0,10156.12,3257.517
59,2019-09-18 12:00:00,10156.7,10210.0,10097.92,10172.91,4003.08
60,2019-09-18 16:00:00,10172.84,10212.25,10132.51,10171.17,3340.706
61,2019-09-18 20:00:00,10172.65,10211.9,10143.0,10155.16,3226.61
62,2019-09-19 00:00:00,10154.7,10185.55,9530.02,9821.97,4653.142
63,2019-09-19 04:00:00,9820.96,9916.0,9780.75,9872.38,3896.305
64,2019-09-19 08:00:00,9872.71,9895.37,9820.0,9856.5,3859.26
65,2019-09-19 12:00:00,9856.5,9893.57,9845.11,9880.36,3577.789
66,2019-09-19 16:00:00,9882.0,10109.51,9875.25,10086.98,4871.372
67,2019-09-19 20:00:00,10088.91,10331.62,10088.91,10245.3,5370.886
68,2019-09-20 00:00:00,10247.7,10279.3,10154.7,10214.76,4230.857
69,2019-09-20 04:00:00,10212.78,10222.92,10148.99,10156.45,3706.694
70,2019-09-20 08:00:00,10156.11,10187.1,10121.3,10173.72,3454.159
71,2019-09-20 12:00:00,10172.45,10236.19,10141.31,10180.66,4066.386
72,2019-09-20 16:00:00,10179.55,10189.13,10070.5,10161.6,3987.006
73,2019-09-20 20:00:00,10161.4,10185.34,10070.67,10166.35,3820.808
74,2019-09-21 00:00:00,10166.56,10175.3,10116.8,10124.75,3662.893
75,2019-09-21 04:00:00,10124.35,10126.81,9963.02,10079.89,4673.538
76,2019-09-21 08:00:00,10081.07,10081.07,9983.25,10046.6,3967.174
77,2019-09-21 12:00:00,10046.6,10067.0,9912.63,10037.11,3990.876
